generation_id,operation_id,every_km,every_months,source
154,14,70000,,template_crossover
154,15,100000,,template_crossover
154,18,100000,72,template_crossover
154,19,80000,60,template_crossover
154,21,60000,60,template_crossover
154,23,,48,template_crossover
154,25,,12,template_crossover
154,26,,12,template_crossover
154,28,15000,12,template_crossover
154,29,30000,,template_crossover
154,30,20000,,template_crossover
154,31,,6,template_crossover
154,32,,24,template_crossover
155,1,15000,12,template_mid_size
155,2,80000,60,template_mid_size
155,4,120000,60,template_mid_size
155,5,60000,24,template_mid_size
155,6,120000,84,template_mid_size
155,9,15000,12,template_mid_size
155,10,30000,24,template_mid_size
155,11,15000,12,template_mid_size
155,12,60000,48,template_mid_size
155,13,50000,,template_mid_size
155,14,70000,,template_mid_size
155,15,100000,,template_mid_size
155,18,100000,72,template_mid_size
155,19,80000,60,template_mid_size
155,21,60000,60,template_mid_size
155,23,,48,template_mid_size
155,25,,12,template_mid_size
155,26,,12,template_mid_size
155,28,15000,12,template_mid_size
155,30,20000,,template_mid_size
155,31,,6,template_mid_size
155,32,,24,template_mid_size
156,2,80000,60,template_mid_size+ev_override
156,4,120000,60,template_mid_size+ev_override
156,5,60000,24,template_mid_size+ev_override
156,6,120000,84,template_mid_size+ev_override
156,10,30000,24,template_mid_size+ev_override
156,11,15000,12,template_mid_size+ev_override
156,13,50000,,template_mid_size+ev_override
156,14,70000,,template_mid_size+ev_override
156,15,100000,,template_mid_size+ev_override
156,23,,48,template_mid_size+ev_override
156,25,,12,template_mid_size+ev_override
156,26,,12,template_mid_size+ev_override
156,28,15000,12,template_mid_size+ev_override
156,30,20000,,template_mid_size+ev_override
156,31,,6,template_mid_size+ev_override
156,32,,24,template_mid_size+ev_override
157,1,15000,12,template_mid_size
157,2,80000,60,template_mid_size
157,4,120000,60,template_mid_size
157,5,60000,24,template_mid_size
157,6,120000,84,template_mid_size
157,9,15000,12,template_mid_size
157,10,30000,24,template_mid_size
157,11,15000,12,template_mid_size
157,12,60000,48,template_mid_size
157,13,50000,,template_mid_size
157,14,70000,,template_mid_size
157,15,100000,,template_mid_size
157,18,100000,72,template_mid_size
157,19,80000,60,template_mid_size
157,21,60000,60,template_mid_size
157,23,,48,template_mid_size
157,25,,12,template_mid_size
157,26,,12,template_mid_size
157,28,15000,12,template_mid_size
157,30,20000,,template_mid_size
157,31,,6,template_mid_size
157,32,,24,template_mid_size
158,1,15000,12,template_crossover+chain_override
158,2,60000,48,template_crossover+chain_override
158,4,80000,48,template_crossover+chain_override
158,5,60000,24,template_crossover+chain_override
158,7,60000,60,template_crossover+chain_override
158,9,15000,12,template_crossover+chain_override
158,10,30000,24,template_crossover+chain_override
158,11,15000,12,template_crossover+chain_override
158,12,60000,48,template_crossover+chain_override
158,13,50000,,template_crossover+chain_override
158,14,70000,,template_crossover+chain_override
158,15,100000,,template_crossover+chain_override
158,19,80000,60,template_crossover+chain_override
158,20,60000,,template_crossover+chain_override
158,21,60000,60,template_crossover+chain_override
158,23,,48,template_crossover+chain_override
158,25,,12,template_crossover+chain_override
158,26,,12,template_crossover+chain_override
158,28,15000,12,template_crossover+chain_override
158,29,30000,,template_crossover+chain_override
158,30,20000,,template_crossover+chain_override
158,31,,6,template_crossover+chain_override
158,32,,24,template_crossover+chain_override
159,1,15000,12,template_crossover
159,2,60000,48,template_crossover
159,4,80000,48,template_crossover
159,5,60000,24,template_crossover
159,7,60000,60,template_crossover
159,9,15000,12,template_crossover
159,10,30000,24,template_crossover
159,11,15000,12,template_crossover
159,12,60000,48,template_crossover
159,13,50000,,template_crossover
159,14,70000,,template_crossover
159,15,100000,,template_crossover
159,18,100000,72,template_crossover
159,19,80000,60,template_crossover
159,21,60000,60,template_crossover
159,23,,48,template_crossover
159,25,,12,template_crossover
159,26,,12,template_crossover
159,28,15000,12,template_crossover
159,29,30000,,template_crossover
159,30,20000,,template_crossover
159,31,,6,template_crossover
159,32,,24,template_crossover
160,1,10000,12,template_suv
160,2,60000,48,template_suv
160,3,60000,60,template_suv
160,4,60000,36,template_suv
160,5,40000,24,template_suv
160,7,40000,36,template_suv
160,9,10000,12,template_suv
160,10,15000,24,template_suv
160,11,15000,12,template_suv
160,12,40000,48,template_suv
160,13,40000,,template_suv
160,14,60000,,template_suv
160,15,80000,,template_suv
160,18,90000,72,template_suv
160,19,60000,60,template_suv
160,21,30000,36,template_suv
160,23,,36,template_suv
160,25,,12,template_suv
160,26,,12,template_suv
160,28,10000,12,template_suv
160,29,20000,,template_suv
160,30,15000,,template_suv
160,31,,6,template_suv
160,32,,24,template_suv
161,1,10000,12,template_suv
161,2,60000,48,template_suv
161,3,60000,60,template_suv
161,4,60000,36,template_suv
161,5,40000,24,template_suv
161,7,40000,36,template_suv
161,9,10000,12,template_suv
161,10,15000,24,template_suv
161,11,15000,12,template_suv
161,12,40000,48,template_suv
161,13,40000,,template_suv
161,14,60000,,template_suv
161,15,80000,,template_suv
161,18,90000,72,template_suv
161,19,60000,60,template_suv
161,21,30000,36,template_suv
161,23,,36,template_suv
161,25,,12,template_suv
161,26,,12,template_suv
161,28,10000,12,template_suv
161,29,20000,,template_suv
161,30,15000,,template_suv
161,31,,6,template_suv
161,32,,24,template_suv
162,1,10000,12,template_lcv
162,3,60000,60,template_lcv
162,4,60000,48,template_lcv
162,5,40000,24,template_lcv
162,9,10000,12,template_lcv
162,10,20000,24,template_lcv
162,11,10000,12,template_lcv
162,12,40000,48,template_lcv
162,13,30000,,template_lcv
162,14,50000,,template_lcv
162,15,60000,,template_lcv
162,18,80000,60,template_lcv
162,19,60000,60,template_lcv
162,21,30000,36,template_lcv
162,23,,36,template_lcv
162,25,,12,template_lcv
162,26,,12,template_lcv
162,28,10000,12,template_lcv
162,29,20000,,template_lcv
162,30,20000,,template_lcv
162,31,,6,template_lcv
163,1,15000,12,template_crossover
163,2,60000,48,template_crossover
163,4,80000,48,template_crossover
163,5,60000,24,template_crossover
163,7,60000,60,template_crossover
163,9,15000,12,template_crossover
163,10,30000,24,template_crossover
163,11,15000,12,template_crossover
163,12,60000,48,template_crossover
163,13,50000,,template_crossover
163,14,70000,,template_crossover
163,15,100000,,template_crossover
163,18,100000,72,template_crossover
163,19,80000,60,template_crossover
163,21,60000,60,template_crossover
163,23,,48,template_crossover
163,25,,12,template_crossover
163,26,,12,template_crossover
163,28,15000,12,template_crossover
163,29,30000,,template_crossover
163,30,20000,,template_crossover
163,31,,6,template_crossover
163,32,,24,template_crossover
164,1,15000,12,template_crossover
164,2,60000,48,template_crossover
164,4,80000,48,template_crossover
164,5,60000,24,template_crossover
164,7,60000,60,template_crossover
164,9,15000,12,template_crossover
164,10,30000,24,template_crossover
164,11,15000,12,template_crossover
164,12,60000,48,template_crossover
164,13,50000,,template_crossover
164,14,70000,,template_crossover
164,15,100000,,template_crossover
164,18,100000,72,template_crossover
164,19,80000,60,template_crossover
164,21,60000,60,template_crossover
164,23,,48,template_crossover
164,25,,12,template_crossover
164,26,,12,template_crossover
164,28,15000,12,template_crossover
164,29,30000,,template_crossover
164,30,20000,,template_crossover
164,31,,6,template_crossover
164,32,,24,template_crossover
165,1,15000,12,template_crossover
165,2,60000,48,template_crossover
165,4,80000,48,template_crossover
165,5,60000,24,template_crossover
165,7,60000,60,template_crossover
165,9,15000,12,template_crossover
165,10,30000,24,template_crossover
165,11,15000,12,template_crossover
165,12,60000,48,template_crossover
165,13,50000,,template_crossover
165,14,70000,,template_crossover
165,15,100000,,template_crossover
165,18,100000,72,template_crossover
165,19,80000,60,template_crossover
165,21,60000,60,template_crossover
165,23,,48,template_crossover
165,25,,12,template_crossover
165,26,,12,template_crossover
165,28,15000,12,template_crossover
165,29,30000,,template_crossover
165,30,20000,,template_crossover
165,31,,6,template_crossover
165,32,,24,template_crossover
166,1,10000,12,template_suv
166,2,60000,48,template_suv
166,3,60000,60,template_suv
166,4,60000,36,template_suv
166,5,40000,24,template_suv
166,7,40000,36,template_suv
166,9,10000,12,template_suv
166,10,15000,24,template_suv
166,11,15000,12,template_suv
166,12,40000,48,template_suv
166,13,40000,,template_suv
166,14,60000,,template_suv
166,15,80000,,template_suv
166,18,90000,72,template_suv
166,19,60000,60,template_suv
166,21,30000,36,template_suv
166,23,,36,template_suv
166,25,,12,template_suv
166,26,,12,template_suv
166,28,10000,12,template_suv
166,29,20000,,template_suv
166,30,15000,,template_suv
166,31,,6,template_suv
166,32,,24,template_suv
167,1,15000,12,template_economy
167,4,80000,60,template_economy
167,5,60000,24,template_economy
167,9,15000,12,template_economy
167,10,30000,24,template_economy
167,11,15000,12,template_economy
167,12,60000,48,template_economy
167,13,40000,,template_economy
167,14,60000,,template_economy
167,15,80000,,template_economy
167,18,90000,72,template_economy
167,19,60000,60,template_economy
167,21,30000,36,template_economy
167,23,,48,template_economy
167,25,,12,template_economy
167,26,,12,template_economy
167,28,15000,12,template_economy
167,30,20000,,template_economy
167,31,,6,template_economy
167,32,,24,template_economy
168,1,10000,12,template_suv
168,2,60000,48,template_suv
168,3,60000,60,template_suv
168,4,60000,36,template_suv
168,5,40000,24,template_suv
168,7,40000,36,template_suv
168,9,10000,12,template_suv
168,10,15000,24,template_suv
168,11,15000,12,template_suv
168,12,40000,48,template_suv
168,13,40000,,template_suv
168,14,60000,,template_suv
168,15,80000,,template_suv
168,18,90000,72,template_suv
168,19,60000,60,template_suv
168,21,30000,36,template_suv
168,23,,36,template_suv
168,25,,12,template_suv
168,26,,12,template_suv
168,28,10000,12,template_suv
168,29,20000,,template_suv
168,30,15000,,template_suv
168,31,,6,template_suv
168,32,,24,template_suv
169,1,15000,12,template_crossover
169,2,60000,48,template_crossover
169,4,80000,48,template_crossover
169,5,60000,24,template_crossover
169,7,60000,60,template_crossover
169,9,15000,12,template_crossover
169,10,30000,24,template_crossover
169,11,15000,12,template_crossover
169,12,60000,48,template_crossover
169,13,50000,,template_crossover
169,14,70000,,template_crossover
169,15,100000,,template_crossover
169,18,100000,72,template_crossover
169,19,80000,60,template_crossover
169,21,60000,60,template_crossover
169,23,,48,template_crossover
169,25,,12,template_crossover
169,26,,12,template_crossover
169,28,15000,12,template_crossover
169,29,30000,,template_crossover
169,30,20000,,template_crossover
169,31,,6,template_crossover
169,32,,24,template_crossover
170,1,10000,12,template_lcv
170,3,60000,60,template_lcv
170,4,60000,48,template_lcv
170,5,40000,24,template_lcv
170,9,10000,12,template_lcv
170,10,20000,24,template_lcv
170,11,10000,12,template_lcv
170,12,40000,48,template_lcv
170,13,30000,,template_lcv
170,14,50000,,template_lcv
170,15,60000,,template_lcv
170,18,80000,60,template_lcv
170,19,60000,60,template_lcv
170,21,30000,36,template_lcv
170,23,,36,template_lcv
170,25,,12,template_lcv
170,26,,12,template_lcv
170,28,10000,12,template_lcv
170,29,20000,,template_lcv
170,30,20000,,template_lcv
170,31,,6,template_lcv
171,1,10000,12,template_suv
171,2,60000,48,template_suv
171,3,60000,60,template_suv
171,4,60000,36,template_suv
171,5,40000,24,template_suv
171,7,40000,36,template_suv
171,9,10000,12,template_suv
171,10,15000,24,template_suv
171,11,15000,12,template_suv
171,12,40000,48,template_suv
171,13,40000,,template_suv
171,14,60000,,template_suv
171,15,80000,,template_suv
171,18,90000,72,template_suv
171,19,60000,60,template_suv
171,21,30000,36,template_suv
171,23,,36,template_suv
171,25,,12,template_suv
171,26,,12,template_suv
171,28,10000,12,template_suv
171,29,20000,,template_suv
171,30,15000,,template_suv
171,31,,6,template_suv
171,32,,24,template_suv
172,1,15000,12,template_economy
172,4,80000,60,template_economy
172,5,60000,24,template_economy
172,9,15000,12,template_economy
172,10,30000,24,template_economy
172,11,15000,12,template_economy
172,12,60000,48,template_economy
172,13,40000,,template_economy
172,14,60000,,template_economy
172,15,80000,,template_economy
172,18,90000,72,template_economy
172,19,60000,60,template_economy
172,21,30000,36,template_economy
172,23,,48,template_economy
172,25,,12,template_economy
172,26,,12,template_economy
172,28,15000,12,template_economy
172,30,20000,,template_economy
172,31,,6,template_economy
172,32,,24,template_economy
173,1,15000,12,template_economy
173,4,80000,60,template_economy
173,5,60000,24,template_economy
173,9,15000,12,template_economy
173,10,30000,24,template_economy
173,11,15000,12,template_economy
173,12,60000,48,template_economy
173,13,40000,,template_economy
173,14,60000,,template_economy
173,15,80000,,template_economy
173,18,90000,72,template_economy
173,19,60000,60,template_economy
173,21,30000,36,template_economy
173,23,,48,template_economy
173,25,,12,template_economy
173,26,,12,template_economy
173,28,15000,12,template_economy
173,30,20000,,template_economy
173,31,,6,template_economy
173,32,,24,template_economy
174,1,15000,12,template_economy+chain_override
174,4,80000,60,template_economy+chain_override
174,5,60000,24,template_economy+chain_override
174,9,15000,12,template_economy+chain_override
174,10,30000,24,template_economy+chain_override
174,11,15000,12,template_economy+chain_override
174,12,60000,48,template_economy+chain_override
174,13,40000,,template_economy+chain_override
174,14,60000,,template_economy+chain_override
174,15,80000,,template_economy+chain_override
174,19,60000,60,template_economy+chain_override
174,20,60000,,template_economy+chain_override
174,21,30000,36,template_economy+chain_override
174,23,,48,template_economy+chain_override
174,25,,12,template_economy+chain_override
174,26,,12,template_economy+chain_override
174,28,15000,12,template_economy+chain_override
174,30,20000,,template_economy+chain_override
174,31,,6,template_economy+chain_override
174,32,,24,template_economy+chain_override
175,1,15000,12,template_economy
175,4,80000,60,template_economy
175,5,60000,24,template_economy
175,9,15000,12,template_economy
175,10,30000,24,template_economy
175,11,15000,12,template_economy
175,12,60000,48,template_economy
175,13,40000,,template_economy
175,14,60000,,template_economy
175,15,80000,,template_economy
175,18,90000,72,template_economy
175,19,60000,60,template_economy
175,21,30000,36,template_economy
175,23,,48,template_economy
175,25,,12,template_economy
175,26,,12,template_economy
175,28,15000,12,template_economy
175,30,20000,,template_economy
175,31,,6,template_economy
175,32,,24,template_economy
176,1,15000,12,template_mid_size
176,2,80000,60,template_mid_size
176,4,120000,60,template_mid_size
176,5,60000,24,template_mid_size
176,6,120000,84,template_mid_size
176,9,15000,12,template_mid_size
176,10,30000,24,template_mid_size
176,11,15000,12,template_mid_size
176,12,60000,48,template_mid_size
176,13,50000,,template_mid_size
176,14,70000,,template_mid_size
176,15,100000,,template_mid_size
176,18,100000,72,template_mid_size
176,19,80000,60,template_mid_size
176,21,60000,60,template_mid_size
176,23,,48,template_mid_size
176,25,,12,template_mid_size
176,26,,12,template_mid_size
176,28,15000,12,template_mid_size
176,30,20000,,template_mid_size
176,31,,6,template_mid_size
176,32,,24,template_mid_size
177,1,15000,12,template_mid_size
177,2,80000,60,template_mid_size
177,4,120000,60,template_mid_size
177,5,60000,24,template_mid_size
177,6,120000,84,template_mid_size
177,9,15000,12,template_mid_size
177,10,30000,24,template_mid_size
177,11,15000,12,template_mid_size
177,12,60000,48,template_mid_size
177,13,50000,,template_mid_size
177,14,70000,,template_mid_size
177,15,100000,,template_mid_size
177,18,100000,72,template_mid_size
177,19,80000,60,template_mid_size
177,21,60000,60,template_mid_size
177,23,,48,template_mid_size
177,25,,12,template_mid_size
177,26,,12,template_mid_size
177,28,15000,12,template_mid_size
177,30,20000,,template_mid_size
177,31,,6,template_mid_size
177,32,,24,template_mid_size
178,1,15000,12,template_crossover
178,2,60000,48,template_crossover
178,4,80000,48,template_crossover
178,5,60000,24,template_crossover
178,7,60000,60,template_crossover
178,9,15000,12,template_crossover
178,10,30000,24,template_crossover
178,11,15000,12,template_crossover
178,12,60000,48,template_crossover
178,13,50000,,template_crossover
178,14,70000,,template_crossover
178,15,100000,,template_crossover
178,18,100000,72,template_crossover
178,19,80000,60,template_crossover
178,21,60000,60,template_crossover
178,23,,48,template_crossover
178,25,,12,template_crossover
178,26,,12,template_crossover
178,28,15000,12,template_crossover
178,29,30000,,template_crossover
178,30,20000,,template_crossover
178,31,,6,template_crossover
178,32,,24,template_crossover
179,1,15000,12,template_crossover+chain_override
179,2,60000,48,template_crossover+chain_override
179,4,80000,48,template_crossover+chain_override
179,5,60000,24,template_crossover+chain_override
179,7,60000,60,template_crossover+chain_override
179,9,15000,12,template_crossover+chain_override
179,10,30000,24,template_crossover+chain_override
179,11,15000,12,template_crossover+chain_override
179,12,60000,48,template_crossover+chain_override
179,13,50000,,template_crossover+chain_override
179,14,70000,,template_crossover+chain_override
179,15,100000,,template_crossover+chain_override
179,19,80000,60,template_crossover+chain_override
179,20,60000,,template_crossover+chain_override
179,21,60000,60,template_crossover+chain_override
179,23,,48,template_crossover+chain_override
179,25,,12,template_crossover+chain_override
179,26,,12,template_crossover+chain_override
179,28,15000,12,template_crossover+chain_override
179,29,30000,,template_crossover+chain_override
179,30,20000,,template_crossover+chain_override
179,31,,6,template_crossover+chain_override
179,32,,24,template_crossover+chain_override
180,1,15000,12,template_crossover
180,2,60000,48,template_crossover
180,4,80000,48,template_crossover
180,5,60000,24,template_crossover
180,7,60000,60,template_crossover
180,9,15000,12,template_crossover
180,10,30000,24,template_crossover
180,11,15000,12,template_crossover
180,12,60000,48,template_crossover
180,13,50000,,template_crossover
180,14,70000,,template_crossover
180,15,100000,,template_crossover
180,18,100000,72,template_crossover
180,19,80000,60,template_crossover
180,21,60000,60,template_crossover
180,23,,48,template_crossover
180,25,,12,template_crossover
180,26,,12,template_crossover
180,28,15000,12,template_crossover
180,29,30000,,template_crossover
180,30,20000,,template_crossover
180,31,,6,template_crossover
180,32,,24,template_crossover
181,1,15000,12,template_crossover
181,2,60000,48,template_crossover
181,4,80000,48,template_crossover
181,5,60000,24,template_crossover
181,7,60000,60,template_crossover
181,9,15000,12,template_crossover
181,10,30000,24,template_crossover
181,11,15000,12,template_crossover
181,12,60000,48,template_crossover
181,13,50000,,template_crossover
181,14,70000,,template_crossover
181,15,100000,,template_crossover
181,18,100000,72,template_crossover
181,19,80000,60,template_crossover
181,21,60000,60,template_crossover
181,23,,48,template_crossover
181,25,,12,template_crossover
181,26,,12,template_crossover
181,28,15000,12,template_crossover
181,29,30000,,template_crossover
181,30,20000,,template_crossover
181,31,,6,template_crossover
181,32,,24,template_crossover
182,1,15000,12,template_crossover
182,2,60000,48,template_crossover
182,4,80000,48,template_crossover
182,5,60000,24,template_crossover
182,7,60000,60,template_crossover
182,9,15000,12,template_crossover
182,10,30000,24,template_crossover
182,11,15000,12,template_crossover
182,12,60000,48,template_crossover
182,13,50000,,template_crossover
182,14,70000,,template_crossover
182,15,100000,,template_crossover
182,18,100000,72,template_crossover
182,19,80000,60,template_crossover
182,21,60000,60,template_crossover
182,23,,48,template_crossover
182,25,,12,template_crossover
182,26,,12,template_crossover
182,28,15000,12,template_crossover
182,29,30000,,template_crossover
182,30,20000,,template_crossover
182,31,,6,template_crossover
182,32,,24,template_crossover
183,1,15000,12,template_mid_size
183,2,80000,60,template_mid_size
183,4,120000,60,template_mid_size
183,5,60000,24,template_mid_size
183,6,120000,84,template_mid_size
183,9,15000,12,template_mid_size
183,10,30000,24,template_mid_size
183,11,15000,12,template_mid_size
183,12,60000,48,template_mid_size
183,13,50000,,template_mid_size
183,14,70000,,template_mid_size
183,15,100000,,template_mid_size
183,18,100000,72,template_mid_size
183,19,80000,60,template_mid_size
183,21,60000,60,template_mid_size
183,23,,48,template_mid_size
183,25,,12,template_mid_size
183,26,,12,template_mid_size
183,28,15000,12,template_mid_size
183,30,20000,,template_mid_size
183,31,,6,template_mid_size
183,32,,24,template_mid_size
184,1,15000,12,template_mid_size
184,2,80000,60,template_mid_size
184,4,120000,60,template_mid_size
184,5,60000,24,template_mid_size
184,6,120000,84,template_mid_size
184,9,15000,12,template_mid_size
184,10,30000,24,template_mid_size
184,11,15000,12,template_mid_size
184,12,60000,48,template_mid_size
184,13,50000,,template_mid_size
184,14,70000,,template_mid_size
184,15,100000,,template_mid_size
184,18,100000,72,template_mid_size
184,19,80000,60,template_mid_size
184,21,60000,60,template_mid_size
184,23,,48,template_mid_size
184,25,,12,template_mid_size
184,26,,12,template_mid_size
184,28,15000,12,template_mid_size
184,30,20000,,template_mid_size
184,31,,6,template_mid_size
184,32,,24,template_mid_size
185,1,15000,12,template_crossover
185,2,60000,48,template_crossover
185,4,80000,48,template_crossover
185,5,60000,24,template_crossover
185,7,60000,60,template_crossover
185,9,15000,12,template_crossover
185,10,30000,24,template_crossover
185,11,15000,12,template_crossover
185,12,60000,48,template_crossover
185,13,50000,,template_crossover
185,14,70000,,template_crossover
185,15,100000,,template_crossover
185,18,100000,72,template_crossover
185,19,80000,60,template_crossover
185,21,60000,60,template_crossover
185,23,,48,template_crossover
185,25,,12,template_crossover
185,26,,12,template_crossover
185,28,15000,12,template_crossover
185,29,30000,,template_crossover
185,30,20000,,template_crossover
185,31,,6,template_crossover
185,32,,24,template_crossover
186,1,15000,12,template_economy+chain_override
186,4,80000,60,template_economy+chain_override
186,5,60000,24,template_economy+chain_override
186,9,15000,12,template_economy+chain_override
186,10,30000,24,template_economy+chain_override
186,11,15000,12,template_economy+chain_override
186,12,60000,48,template_economy+chain_override
186,13,40000,,template_economy+chain_override
186,14,60000,,template_economy+chain_override
186,15,80000,,template_economy+chain_override
186,19,60000,60,template_economy+chain_override
186,20,60000,,template_economy+chain_override
186,21,30000,36,template_economy+chain_override
186,23,,48,template_economy+chain_override
186,25,,12,template_economy+chain_override
186,26,,12,template_economy+chain_override
186,28,15000,12,template_economy+chain_override
186,30,20000,,template_economy+chain_override
186,31,,6,template_economy+chain_override
186,32,,24,template_economy+chain_override
187,1,15000,12,template_mid_size
187,2,80000,60,template_mid_size
187,4,120000,60,template_mid_size
187,5,60000,24,template_mid_size
187,6,120000,84,template_mid_size
187,9,15000,12,template_mid_size
187,10,30000,24,template_mid_size
187,11,15000,12,template_mid_size
187,12,60000,48,template_mid_size
187,13,50000,,template_mid_size
187,14,70000,,template_mid_size
187,15,100000,,template_mid_size
187,18,100000,72,template_mid_size
187,19,80000,60,template_mid_size
187,21,60000,60,template_mid_size
187,23,,48,template_mid_size
187,25,,12,template_mid_size
187,26,,12,template_mid_size
187,28,15000,12,template_mid_size
187,30,20000,,template_mid_size
187,31,,6,template_mid_size
187,32,,24,template_mid_size
188,1,15000,12,template_mid_size
188,2,80000,60,template_mid_size
188,4,120000,60,template_mid_size
188,5,60000,24,template_mid_size
188,6,120000,84,template_mid_size
188,9,15000,12,template_mid_size
188,10,30000,24,template_mid_size
188,11,15000,12,template_mid_size
188,12,60000,48,template_mid_size
188,13,50000,,template_mid_size
188,14,70000,,template_mid_size
188,15,100000,,template_mid_size
188,18,100000,72,template_mid_size
188,19,80000,60,template_mid_size
188,21,60000,60,template_mid_size
188,23,,48,template_mid_size
188,25,,12,template_mid_size
188,26,,12,template_mid_size
188,28,15000,12,template_mid_size
188,30,20000,,template_mid_size
188,31,,6,template_mid_size
188,32,,24,template_mid_size
189,1,15000,12,template_crossover
189,2,60000,48,template_crossover
189,4,80000,48,template_crossover
189,5,60000,24,template_crossover
189,7,60000,60,template_crossover
189,9,15000,12,template_crossover
189,10,30000,24,template_crossover
189,11,15000,12,template_crossover
189,12,60000,48,template_crossover
189,13,50000,,template_crossover
189,14,70000,,template_crossover
189,15,100000,,template_crossover
189,18,100000,72,template_crossover
189,19,80000,60,template_crossover
189,21,60000,60,template_crossover
189,23,,48,template_crossover
189,25,,12,template_crossover
189,26,,12,template_crossover
189,28,15000,12,template_crossover
189,29,30000,,template_crossover
189,30,20000,,template_crossover
189,31,,6,template_crossover
189,32,,24,template_crossover
190,1,15000,12,template_crossover
190,2,60000,48,template_crossover
190,4,80000,48,template_crossover
190,5,60000,24,template_crossover
190,7,60000,60,template_crossover
190,9,15000,12,template_crossover
190,10,30000,24,template_crossover
190,11,15000,12,template_crossover
190,12,60000,48,template_crossover
190,13,50000,,template_crossover
190,14,70000,,template_crossover
190,15,100000,,template_crossover
190,18,100000,72,template_crossover
190,19,80000,60,template_crossover
190,21,60000,60,template_crossover
190,23,,48,template_crossover
190,25,,12,template_crossover
190,26,,12,template_crossover
190,28,15000,12,template_crossover
190,29,30000,,template_crossover
190,30,20000,,template_crossover
190,31,,6,template_crossover
190,32,,24,template_crossover
191,1,15000,12,template_economy
191,4,80000,60,template_economy
191,5,60000,24,template_economy
191,9,15000,12,template_economy
191,10,30000,24,template_economy
191,11,15000,12,template_economy
191,12,60000,48,template_economy
191,13,40000,,template_economy
191,14,60000,,template_economy
191,15,80000,,template_economy
191,18,90000,72,template_economy
191,19,60000,60,template_economy
191,21,30000,36,template_economy
191,23,,48,template_economy
191,25,,12,template_economy
191,26,,12,template_economy
191,28,15000,12,template_economy
191,30,20000,,template_economy
191,31,,6,template_economy
191,32,,24,template_economy
192,1,15000,12,template_economy
192,4,80000,60,template_economy
192,5,60000,24,template_economy
192,9,15000,12,template_economy
192,10,30000,24,template_economy
192,11,15000,12,template_economy
192,12,60000,48,template_economy
192,13,40000,,template_economy
192,14,60000,,template_economy
192,15,80000,,template_economy
192,18,90000,72,template_economy
192,19,60000,60,template_economy
192,21,30000,36,template_economy
192,23,,48,template_economy
192,25,,12,template_economy
192,26,,12,template_economy
192,28,15000,12,template_economy
192,30,20000,,template_economy
192,31,,6,template_economy
192,32,,24,template_economy
193,1,10000,12,template_suv
193,2,60000,48,template_suv
193,3,60000,60,template_suv
193,4,60000,36,template_suv
193,5,40000,24,template_suv
193,7,40000,36,template_suv
193,9,10000,12,template_suv
193,10,15000,24,template_suv
193,11,15000,12,template_suv
193,12,40000,48,template_suv
193,13,40000,,template_suv
193,14,60000,,template_suv
193,15,80000,,template_suv
193,18,90000,72,template_suv
193,19,60000,60,template_suv
193,21,30000,36,template_suv
193,23,,36,template_suv
193,25,,12,template_suv
193,26,,12,template_suv
193,28,10000,12,template_suv
193,29,20000,,template_suv
193,30,15000,,template_suv
193,31,,6,template_suv
193,32,,24,template_suv
194,1,15000,12,template_mid_size
194,2,80000,60,template_mid_size
194,4,120000,60,template_mid_size
194,5,60000,24,template_mid_size
194,6,120000,84,template_mid_size
194,9,15000,12,template_mid_size
194,10,30000,24,template_mid_size
194,11,15000,12,template_mid_size
194,12,60000,48,template_mid_size
194,13,50000,,template_mid_size
194,14,70000,,template_mid_size
194,15,100000,,template_mid_size
194,18,100000,72,template_mid_size
194,19,80000,60,template_mid_size
194,21,60000,60,template_mid_size
194,23,,48,template_mid_size
194,25,,12,template_mid_size
194,26,,12,template_mid_size
194,28,15000,12,template_mid_size
194,30,20000,,template_mid_size
194,31,,6,template_mid_size
194,32,,24,template_mid_size
195,1,15000,12,template_mid_size
195,2,80000,60,template_mid_size
195,4,120000,60,template_mid_size
195,5,60000,24,template_mid_size
195,6,120000,84,template_mid_size
195,9,15000,12,template_mid_size
195,10,30000,24,template_mid_size
195,11,15000,12,template_mid_size
195,12,60000,48,template_mid_size
195,13,50000,,template_mid_size
195,14,70000,,template_mid_size
195,15,100000,,template_mid_size
195,18,100000,72,template_mid_size
195,19,80000,60,template_mid_size
195,21,60000,60,template_mid_size
195,23,,48,template_mid_size
195,25,,12,template_mid_size
195,26,,12,template_mid_size
195,28,15000,12,template_mid_size
195,30,20000,,template_mid_size
195,31,,6,template_mid_size
195,32,,24,template_mid_size
196,1,15000,12,template_crossover
196,2,60000,48,template_crossover
196,4,80000,48,template_crossover
196,5,60000,24,template_crossover
196,7,60000,60,template_crossover
196,9,15000,12,template_crossover
196,10,30000,24,template_crossover
196,11,15000,12,template_crossover
196,12,60000,48,template_crossover
196,13,50000,,template_crossover
196,14,70000,,template_crossover
196,15,100000,,template_crossover
196,18,100000,72,template_crossover
196,19,80000,60,template_crossover
196,21,60000,60,template_crossover
196,23,,48,template_crossover
196,25,,12,template_crossover
196,26,,12,template_crossover
196,28,15000,12,template_crossover
196,29,30000,,template_crossover
196,30,20000,,template_crossover
196,31,,6,template_crossover
196,32,,24,template_crossover
197,1,15000,12,template_crossover
197,2,60000,48,template_crossover
197,4,80000,48,template_crossover
197,5,60000,24,template_crossover
